member_id,first_name,last_name,address,local_number,salary,employer,start_date,actively_working,length_worked_yrs
5347,David,Lee,929 Pine St,103,54531.0,ABC Corp,2017-05-23,False,7.058179329226557
5348,Jane,Young,933 Cedar St,101,59040.0,XYZ Inc,2020-02-20,False,4.312114989733059
5349,Jane,Baker,476 Willow St,103,63259.0,XYZ Inc,2020-03-28,False,4.210814510609172
5350,Quinn,Wright,304 Pine St,105,61527.0,DEF Ltd,2018-06-30,True,5.95482546201232
5351,Ivy,Johnson,218 Willow St,105,57773.0,XYZ Inc,2020-01-19,False,4.399726214921286
5352,David,Green,241 Oak St,101,59406.0,XYZ Inc,2018-04-16,False,6.160164271047228
5353,Kate,Green,683 Pine St,102,59611.0,DEF Ltd,2017-03-24,True,7.222450376454483
5354,Kate,White,800 Elm St,102,61900.0,ABC Corp,2020-03-24,False,4.2217659137577
5355,Carol,Doe,193 Willow St,104,53260.0,XYZ Inc,2018-01-03,False,6.442162902121835
5356,Eve,Gray,302 Spruce St,103,49724.0,ABC Corp,2020-09-14,False,3.7453798767967146
5357,Quinn,Clark,281 Cedar St,103,54651.0,XYZ Inc,2020-10-06,True,3.685147159479808
5358,Wendy,Evans,230 Ash St,103,53915.0,DEF Ltd,2020-05-29,False,4.041067761806982
5359,John,White,850 Fir St,105,58313.0,DEF Ltd,2020-04-19,True,4.1505817932922655
5360,Kate,Edwards,846 Fir St,101,49830.0,ABC Corp,2020-05-18,False,4.071184120465435
5361,Rachel,Gray,410 Willow St,103,45054.0,ABC Corp,2019-05-15,True,5.08145106091718
5362,Eve,Clark,361 Cedar St,102,53844.0,DEF Ltd,2019-07-20,True,4.900752908966461
5363,Carol,Baker,505 Elm St,102,47238.0,DEF Ltd,2017-12-08,False,6.513347022587269
5364,Nick,Black,337 Willow St,104,49824.0,XYZ Inc,2017-01-30,False,7.367556468172484
5365,Wendy,Baker,954 Poplar St,102,49517.0,XYZ Inc,2017-06-18,False,6.9869952087611225
5366,Alice,Baker,374 Elm St,104,50144.0,ABC Corp,2017-03-23,False,7.225188227241615
5367,John,White,846 Spruce St,103,50723.0,DEF Ltd,2017-03-01,True,7.285420944558521
5368,Wendy,Mitchell,383 Pine St,103,57069.0,DEF Ltd,2019-07-01,False,4.952772073921971
5369,Rachel,Walker,231 Ash St,102,51689.0,ABC Corp,2017-08-23,False,6.806297056810404
5370,Leo,Baker,124 Maple St,105,59386.0,DEF Ltd,2019-03-06,False,5.2731006160164275
5371,Tina,Smith,638 Oak St,102,46887.0,ABC Corp,2019-02-28,True,5.28952772073922
5372,first_name,Green,561 Fir St,104,47683.0,DEF Ltd,2018-05-06,True,6.105407255304586
5373,Quinn,Black,361 Ash St,101,47104.0,XYZ Inc,2018-09-06,False,5.768651608487337
5374,Bob,Brown,398 Spruce St,105,58442.0,DEF Ltd,2017-03-21,True,7.230663928815879
5375,Paul,Lee,924 Spruce St,104,57177.0,DEF Ltd,2018-02-11,True,6.335386721423682
5376,Victor,White,296 Spruce St,105,47290.0,DEF Ltd,2020-09-28,False,3.707049965776865
5377,Frank,Wright,424 Maple St,103,49934.0,XYZ Inc,2019-02-05,True,5.352498288843258
5378,Sam,Brown,873 Elm St,105,61780.0,XYZ Inc,2017-05-20,False,7.066392881587953
5379,David,Baker,876 Oak St,105,53713.0,ABC Corp,2020-04-30,True,4.120465434633813
5380,Carol,Mitchell,804 Maple St,104,46204.0,XYZ Inc,2018-04-08,True,6.182067077344285
5381,Victor,Gray,374 Elm St,104,57454.0,DEF Ltd,2018-01-26,True,6.379192334017796
5382,Mia,Adams,385 Maple St,104,46872.0,DEF Ltd,2021-01-05,False,3.436002737850787
5383,Alice,Young,981 Fir St,102,53963.0,DEF Ltd,2019-03-29,False,5.210130047912389
5384,Jane,Green,658 Willow St,101,55164.0,XYZ Inc,2017-10-25,True,6.633812457221081
5385,Wendy,Clark,169 Maple St,101,47971.0,XYZ Inc,2017-06-27,True,6.962354551676934
5386,Sam,King,415 Ash St,101,55518.0,ABC Corp,2020-08-22,False,3.808350444900753
5387,Mia,White,985 Fir St,101,51511.0,XYZ Inc,2018-04-26,False,6.132785763175907
5388,Frank,Lee,264 Spruce St,105,60123.0,XYZ Inc,2020-02-11,False,4.336755646817249
5389,Rachel,Davis,373 Willow St,104,51861.0,XYZ Inc,2018-10-29,True,5.623545516769336
5390,Sam,Black,538 Ash St,103,51975.0,ABC Corp,2020-11-24,False,3.5509924709103355
5391,Mia,Brown,475 Spruce St,104,46845.0,XYZ Inc,2019-05-21,False,5.065023956194388
5392,Olivia,Scott,687 Oak St,102,52970.0,ABC Corp,2020-06-06,True,4.0191649555099245
5393,Frank,Johnson,838 Pine St,104,49084.0,ABC Corp,2019-12-11,True,4.506502395619439
5394,John,Mitchell,405 Poplar St,102,60569.0,ABC Corp,2018-04-06,True,6.187542778918549
5395,Jane,King,890 Willow St,102,47521.0,DEF Ltd,2020-07-14,True,3.915126625598905
5396,Eve,Lee,770 Willow St,104,54585.0,ABC Corp,2021-01-01,False,3.4469541409993156
5397,Frank,Moore,397 Willow St,102,47013.0,DEF Ltd,2017-02-09,False,7.340177960301164
5398,Wendy,Black,402 Spruce St,105,54551.0,DEF Ltd,2020-10-17,True,3.6550308008213555
5399,David,Walker,179 Spruce St,102,51795.0,ABC Corp,2019-10-15,True,4.662559890485968
5400,John,Young,521 Spruce St,102,59281.0,DEF Ltd,2019-03-29,True,5.210130047912389
5401,Rachel,Hall,856 Poplar St,102,57752.0,XYZ Inc,2018-11-15,False,5.577002053388091
5402,Carol,Lee,712 Spruce St,102,59751.0,XYZ Inc,2018-08-04,True,5.859000684462697
5403,Mia,Clark,822 Poplar St,102,51035.0,XYZ Inc,2018-12-10,False,5.508555783709788
5404,Tina,Gray,996 Spruce St,105,45050.0,ABC Corp,2020-03-16,False,4.243668720054757
5405,Mia,Green,512 Ash St,105,48961.0,DEF Ltd,2018-10-02,True,5.6974674880219025
5406,Jane,Lee,561 Ash St,102,64587.0,XYZ Inc,2018-04-15,True,6.16290212183436
5407,Nick,Edwards,716 Spruce St,104,58623.0,DEF Ltd,2020-02-04,True,4.355920602327173
5409,Quinn,Brown,230 Pine St,104,56677.0,ABC Corp,2020-08-31,False,3.783709787816564
5410,Grace,Johnson,825 Fir St,102,60959.0,XYZ Inc,2020-01-04,True,4.440793976728268
5412,Alice,Edwards,380 Cedar St,102,47178.0,ABC Corp,2017-05-09,False,7.096509240246407
5413,Sam,Moore,266 Spruce St,104,47834.0,DEF Ltd,2020-04-27,True,4.128678986995209
5414,Jane,King,750 Maple St,104,49668.0,XYZ Inc,2017-02-21,True,7.307323750855578
5415,Olivia,Allen,742 Poplar St,103,53415.0,DEF Ltd,2020-09-30,True,3.701574264202601
5416,Grace,King,811 Willow St,102,51608.0,DEF Ltd,2020-02-09,False,4.342231348391513
5417,Alice,Brown,871 Willow St,105,63247.0,DEF Ltd,2017-08-27,False,6.795345653661875
5418,Olivia,Green,693 Poplar St,103,55244.0,ABC Corp,2017-09-19,True,6.7323750855578375
5419,Rachel,Mitchell,937 Poplar St,103,64598.0,XYZ Inc,2019-10-31,False,4.618754277891855
5420,Jack,Hall,670 Poplar St,102,63497.0,DEF Ltd,2018-01-17,True,6.403832991101985
5421,first_name,Brown,843 Elm St,102,46815.0,DEF Ltd,2017-11-18,True,6.568104038329911
5422,Frank,Black,554 Spruce St,101,54144.0,DEF Ltd,2017-09-18,True,6.7351129363449695
5423,Wendy,Evans,530 Spruce St,103,62704.0,XYZ Inc,2017-11-23,False,6.55441478439425
5424,Ivy,Johnson,455 Cedar St,104,64310.0,XYZ Inc,2018-08-24,True,5.804243668720055
5425,David,Young,662 Maple St,103,52275.0,XYZ Inc,2018-07-20,False,5.900068446269678
5426,Eve,Wright,529 Fir St,101,64404.0,ABC Corp,2018-10-25,False,5.634496919917864
5427,John,King,380 Poplar St,105,58136.0,DEF Ltd,2017-11-29,True,6.537987679671458
5428,Uma,Scott,323 Maple St,104,61759.0,ABC Corp,2019-11-07,True,4.59958932238193
5430,Ivy,Allen,426 Poplar St,101,47307.0,XYZ Inc,2019-12-05,True,4.522929500342231
5431,Tina,Scott,905 Fir St,103,51731.0,ABC Corp,2017-07-04,False,6.9431895961670085
5432,Bob,Johnson,519 Elm St,105,52358.0,ABC Corp,2017-07-12,True,6.921286789869952
5434,David,Wright,844 Fir St,102,63546.0,DEF Ltd,2020-08-17,True,3.8220396988364134
5435,Frank,Moore,943 Willow St,104,47208.0,ABC Corp,2018-03-29,True,6.209445585215605
5436,Ivy,White,404 Ash St,101,50462.0,XYZ Inc,2018-05-10,False,6.094455852156058
5437,Kate,Black,281 Fir St,103,55633.0,ABC Corp,2020-12-22,True,3.4743326488706368
5438,Sam,Green,230 Oak St,105,61280.0,DEF Ltd,2018-08-21,True,5.812457221081451
5439,Carol,Green,520 Spruce St,105,61914.0,XYZ Inc,2017-08-23,True,6.806297056810404
5440,David,Lee,948 Pine St,103,62030.0,ABC Corp,2019-02-04,True,5.3552361396303905
5441,David,Edwards,244 Maple St,101,48493.0,XYZ Inc,2020-05-11,False,4.090349075975359
5442,Paul,Gray,482 Willow St,101,58162.0,ABC Corp,2018-11-16,True,5.574264202600959
5443,Jack,Mitchell,841 Pine St,104,64741.0,XYZ Inc,2019-03-23,True,5.2265571526351815
5444,Tina,White,406 Oak St,104,56501.0,ABC Corp,2017-10-05,False,6.6885694729637235
5445,Jane,Young,241 Willow St,102,53426.0,XYZ Inc,2018-05-23,False,6.05886379192334
5448,Frank,Green,440 Spruce St,102,60124.0,ABC Corp,2017-08-03,False,6.861054072553046
5449,Olivia,Brown,473 Fir St,104,56167.0,ABC Corp,2018-04-17,True,6.157426420260096
5450,Leo,Doe,498 Poplar St,105,45086.0,DEF Ltd,2017-11-16,True,6.573579739904175
5451,Sam,Brown,759 Cedar St,104,60925.0,ABC Corp,2020-02-25,False,4.298425735797399
5452,Rachel,Green,199 Maple St,103,59398.0,ABC Corp,2017-11-06,True,6.6009582477754964
5453,Quinn,Clark,306 Spruce St,103,52293.0,XYZ Inc,2019-02-20,True,5.3114305270362765
5454,Grace,Moore,978 Cedar St,105,54195.0,ABC Corp,2018-10-30,True,5.620807665982204
5455,Eve,Lee,437 Fir St,101,57903.0,XYZ Inc,2020-09-23,True,3.7207392197125255
5456,Ivy,Davis,568 Poplar St,101,55201.0,XYZ Inc,2017-01-28,False,7.3730321697467485
5457,Sam,Evans,629 Maple St,105,57098.0,DEF Ltd,2020-08-26,False,3.7973990417522243
5458,Mia,White,858 Spruce St,104,57510.0,DEF Ltd,2020-11-22,False,3.5564681724845997
5459,David,Evans,486 Cedar St,105,48178.0,DEF Ltd,2018-02-07,False,6.346338124572211
5460,John,Johnson,403 Oak St,102,59885.0,DEF Ltd,2017-03-08,False,7.266255989048597
5461,Nick,Clark,320 Poplar St,101,56597.0,ABC Corp,2017-01-10,True,7.422313483915127
5462,Frank,Young,943 Maple St,105,59780.0,DEF Ltd,2017-01-05,False,7.436002737850787
5463,Wendy,Young,522 Elm St,101,46741.0,XYZ Inc,2017-06-17,True,6.9897330595482545
5464,Eve,Doe,786 Spruce St,102,47757.0,DEF Ltd,2017-03-22,False,7.227926078028747
5465,Kate,White,911 Fir St,103,54055.0,DEF Ltd,2020-06-18,False,3.9863107460643397
5466,Tina,King,339 Elm St,104,47617.0,DEF Ltd,2019-09-11,True,4.75564681724846
5467,Sam,Doe,789 Fir St,105,64124.0,ABC Corp,2019-06-07,True,5.018480492813142
5468,Wendy,Brown,796 Spruce St,103,64748.0,XYZ Inc,2020-04-29,False,4.123203285420945
5469,Jack,Allen,715 Spruce St,103,53958.0,XYZ Inc,2020-06-12,True,4.002737850787132
5470,Mia,Wright,980 Fir St,102,46478.0,ABC Corp,2019-08-11,True,4.8405201916495555
5471,Frank,Lee,619 Birch St,101,61200.0,ABC Corp,2018-09-19,False,5.73305954825462
5472,Victor,Gray,465 Willow St,103,57190.0,ABC Corp,2021-01-05,False,3.436002737850787
5473,Olivia,Johnson,277 Willow St,103,64396.0,XYZ Inc,2019-11-22,True,4.558521560574949
5474,Alice,Edwards,315 Spruce St,104,49727.0,DEF Ltd,2020-10-22,False,3.6413415468856947
5475,David,Scott,977 Ash St,105,47512.0,ABC Corp,2018-12-20,True,5.4811772758384665
5476,Bob,Scott,266 Cedar St,103,51605.0,DEF Ltd,2020-05-31,True,4.035592060232717
5477,Olivia,Clark,652 Poplar St,101,57289.0,ABC Corp,2020-09-14,False,3.7453798767967146
5478,Victor,Davis,174 Birch St,105,50913.0,XYZ Inc,2017-04-21,False,7.145790554414784
5479,Eve,Baker,389 Pine St,101,48062.0,XYZ Inc,2018-04-28,False,6.1273100616016425
5480,Tina,Doe,445 Poplar St,102,50711.0,XYZ Inc,2020-02-05,False,4.353182751540041
5481,Olivia,Smith,519 Poplar St,105,46476.0,ABC Corp,2020-02-27,False,4.292950034223135
5482,Wendy,Baker,759 Oak St,103,56356.0,XYZ Inc,2017-02-12,False,7.3319644079397674
5483,Paul,Wright,226 Cedar St,101,51973.0,XYZ Inc,2018-07-10,False,5.927446954141
5484,Alice,Adams,603 Maple St,105,54734.0,XYZ Inc,2019-07-10,True,4.9281314168377826
5485,Grace,Evans,790 Ash St,105,51015.0,XYZ Inc,2020-02-11,False,4.336755646817249
5486,Eve,Clark,356 Fir St,104,54411.0,ABC Corp,2017-07-23,True,6.891170431211499
5487,Jack,Edwards,316 Elm St,103,47185.0,ABC Corp,2017-05-08,True,7.099247091033539
5488,Hank,Brown,283 Birch St,102,57992.0,ABC Corp,2017-10-01,True,6.699520876112252
5489,Alice,Allen,981 Pine St,104,55075.0,XYZ Inc,2018-07-07,True,5.935660506502396
5490,Ivy,Hall,877 Birch St,103,51230.0,DEF Ltd,2019-04-24,False,5.138945927446954
5491,Hank,Gray,922 Maple St,105,50344.0,DEF Ltd,2017-05-17,True,7.0746064339493495
5493,Nick,Walker,303 Pine St,103,56586.0,ABC Corp,2017-10-18,False,6.652977412731006
5494,Carol,Davis,657 Oak St,101,57725.0,XYZ Inc,2018-07-13,True,5.919233401779603
5495,David,Walker,816 Birch St,103,56898.0,ABC Corp,2018-04-18,True,6.154688569472964
5496,Kate,Young,761 Fir St,103,52083.0,DEF Ltd,2019-12-05,True,4.522929500342231
5497,Sam,Evans,561 Maple St,104,52822.0,DEF Ltd,2018-12-02,False,5.530458590006845
5498,Grace,Mitchell,978 Poplar St,105,61966.0,ABC Corp,2019-03-13,True,5.253935660506502
5499,Alice,Doe,216 Willow St,102,62216.0,ABC Corp,2019-03-19,False,5.23750855578371
5500,Quinn,White,704 Cedar St,104,45879.0,ABC Corp,2020-04-29,True,4.123203285420945
5501,Grace,Scott,558 Fir St,102,62413.0,ABC Corp,2020-03-15,True,4.246406570841889
5502,Eve,Johnson,520 Maple St,101,53777.0,XYZ Inc,2017-10-17,False,6.655715263518139
5503,first_name,Adams,308 Oak St,103,58838.0,ABC Corp,2018-05-02,False,6.116358658453114
5504,Frank,Davis,350 Spruce St,102,54206.0,ABC Corp,2018-06-15,True,5.9958932238193015
5505,Kate,White,386 Willow St,105,46155.0,DEF Ltd,2020-01-31,True,4.3668720054757015
5506,Rachel,Adams,695 Poplar St,103,51631.0,DEF Ltd,2019-10-04,True,4.692676249144422
5507,Hank,Brown,327 Willow St,102,49564.0,DEF Ltd,2020-06-06,True,4.0191649555099245
5508,Jane,King,462 Maple St,105,52741.0,ABC Corp,2018-08-30,False,5.7878165639972625
5509,Paul,Brown,913 Willow St,101,64552.0,DEF Ltd,2018-01-10,True,6.422997946611909
5510,Wendy,Moore,563 Poplar St,101,52184.0,XYZ Inc,2017-06-25,True,6.967830253251198
5511,David,Edwards,558 Pine St,102,53751.0,ABC Corp,2019-06-10,False,5.0102669404517455
5512,Alice,Johnson,954 Maple St,105,52549.0,ABC Corp,2017-01-19,False,7.397672826830938
5513,Nick,Smith,231 Willow St,105,58765.0,DEF Ltd,2018-02-08,True,6.3436002737850785
5514,Frank,Doe,285 Maple St,102,60096.0,DEF Ltd,2017-02-03,False,7.356605065023956
5515,Frank,Gray,140 Ash St,105,57132.0,XYZ Inc,2018-03-24,False,6.223134839151267
5516,Jack,Davis,451 Pine St,103,64249.0,DEF Ltd,2019-09-17,False,4.739219712525667
5517,Jack,Smith,739 Fir St,105,51376.0,ABC Corp,2017-11-04,False,6.606433949349761
5518,Frank,Black,302 Maple St,103,63469.0,DEF Ltd,2019-06-28,False,4.960985626283367
5519,Jack,Baker,371 Spruce St,101,45802.0,ABC Corp,2019-10-25,True,4.635181382614648
5520,Uma,Evans,852 Spruce St,103,60497.0,XYZ Inc,2017-08-29,True,6.789869952087611
5521,Nick,Clark,913 Oak St,102,50347.0,XYZ Inc,2019-01-02,False,5.44558521560575
5522,Victor,Evans,903 Fir St,104,49115.0,XYZ Inc,2017-06-01,False,7.0335386721423685
5524,Sam,Gray,551 Cedar St,101,60628.0,ABC Corp,2018-07-13,False,5.919233401779603
5525,Quinn,Black,686 Birch St,103,45104.0,DEF Ltd,2017-12-13,False,6.499657768651608
5526,Eve,Wright,418 Birch St,105,57049.0,DEF Ltd,2019-03-21,True,5.232032854209446
5527,John,Edwards,815 Willow St,104,59638.0,XYZ Inc,2017-05-13,False,7.085557837097878
5528,Mia,Gray,449 Spruce St,104,56924.0,ABC Corp,2019-06-27,True,4.963723477070499
5529,first_name,Clark,631 Cedar St,103,46528.0,DEF Ltd,2018-07-02,True,5.949349760438056
5530,John,Young,250 Maple St,105,55962.0,XYZ Inc,2019-10-28,False,4.6269678302532515
5531,Victor,Brown,524 Cedar St,105,46310.0,DEF Ltd,2021-02-05,False,3.351129363449692
5532,Bob,Lee,775 Birch St,101,64362.0,XYZ Inc,2020-01-23,False,4.388774811772758
5533,first_name,Gray,134 Elm St,101,54486.0,XYZ Inc,2019-12-29,True,4.457221081451061
5534,Hank,King,840 Oak St,101,62542.0,DEF Ltd,2020-02-02,True,4.361396303901437
5535,Hank,Scott,583 Birch St,101,63996.0,XYZ Inc,2021-01-22,True,3.3894592744695413
5536,Grace,Evans,158 Willow St,104,55913.0,ABC Corp,2018-11-04,True,5.607118412046543
5537,Sam,Lee,813 Oak St,102,50198.0,ABC Corp,2019-07-17,True,4.908966461327857
5538,Kate,Walker,471 Pine St,105,63292.0,DEF Ltd,2017-08-02,True,6.863791923340178
5539,Grace,Smith,732 Fir St,101,60154.0,XYZ Inc,2017-11-25,True,6.548939082819986
5540,first_name,Black,588 Cedar St,105,63820.0,DEF Ltd,2019-04-12,True,5.171800136892539
5541,Rachel,Doe,512 Ash St,102,52331.0,ABC Corp,2019-12-24,False,4.470910335386721
5542,Jack,Mitchell,960 Willow St,105,47134.0,XYZ Inc,2020-06-17,True,3.9890485968514717
5543,Rachel,Green,286 Fir St,104,63294.0,ABC Corp,2020-11-01,False,3.6139630390143735
5544,Hank,Scott,941 Pine St,102,62187.0,DEF Ltd,2020-11-08,False,3.594798083504449
5546,Kate,Gray,213 Oak St,105,45421.0,DEF Ltd,2017-04-18,False,7.15400410677618
5547,first_name,Baker,539 Maple St,102,47906.0,ABC Corp,2017-02-20,False,7.310061601642711
5548,Victor,Edwards,169 Pine St,102,57317.0,XYZ Inc,2018-10-01,True,5.700205338809035
5549,Paul,Green,618 Oak St,103,45239.0,ABC Corp,2020-09-26,False,3.7125256673511293
5550,Paul,Doe,427 Spruce St,103,61060.0,XYZ Inc,2017-12-05,False,6.521560574948666
5551,Nick,Brown,186 Elm St,105,52703.0,ABC Corp,2019-09-28,True,4.7091033538672145
5552,Victor,White,282 Birch St,104,61492.0,XYZ Inc,2019-01-22,False,5.390828199863107
5553,Ivy,Black,403 Elm St,101,54540.0,XYZ Inc,2020-01-11,True,4.421629021218344
5554,Rachel,Smith,950 Poplar St,105,62591.0,ABC Corp,2017-12-23,True,6.4722792607802875
5555,Rachel,Allen,458 Oak St,101,52129.0,ABC Corp,2019-09-18,False,4.736481861738535
5556,first_name,Black,923 Willow St,103,52688.0,DEF Ltd,2017-07-06,False,6.937713894592744
5557,Uma,Brown,711 Spruce St,103,49218.0,DEF Ltd,2017-02-15,False,7.323750855578371
5558,Victor,Brown,391 Willow St,104,60130.0,ABC Corp,2020-04-03,False,4.1943874058863795
5559,Jack,Brown,357 Pine St,102,45623.0,XYZ Inc,2020-07-13,True,3.917864476386037
5560,Quinn,Young,518 Fir St,101,45385.0,ABC Corp,2017-05-28,False,7.044490075290897
5561,Eve,Mitchell,634 Birch St,105,57530.0,XYZ Inc,2018-12-21,True,5.478439425051334
5562,Grace,Scott,101 Pine St,103,63714.0,DEF Ltd,2017-09-03,False,6.776180698151951
5563,Quinn,Hall,319 Cedar St,105,57282.0,ABC Corp,2020-12-12,False,3.5017111567419574
5564,Grace,Clark,468 Spruce St,103,64311.0,ABC Corp,2018-10-06,False,5.686516084873374
5565,Grace,Green,526 Cedar St,103,60779.0,DEF Ltd,2018-02-12,False,6.33264887063655
5566,Carol,Walker,677 Fir St,105,55274.0,DEF Ltd,2019-04-09,True,5.1800136892539355
5567,Hank,Wright,994 Pine St,101,55136.0,XYZ Inc,2019-03-30,True,5.207392197125257
5568,Leo,Mitchell,841 Maple St,103,49571.0,ABC Corp,2019-04-04,True,5.193702943189596
5569,Grace,Hall,853 Poplar St,104,64295.0,DEF Ltd,2017-04-08,True,7.181382614647502
5570,Mia,Edwards,195 Willow St,102,64806.0,XYZ Inc,2019-03-16,True,5.245722108145106
5571,Victor,Adams,988 Fir St,103,55188.0,DEF Ltd,2019-07-10,True,4.9281314168377826
5572,Olivia,King,198 Oak St,102,45860.0,ABC Corp,2019-02-14,False,5.327857631759069
5573,Bob,Gray,861 Fir St,102,53259.0,ABC Corp,2019-03-21,True,5.232032854209446
5575,Rachel,Smith,114 Birch St,104,46613.0,XYZ Inc,2020-06-16,False,3.991786447638604
5576,Leo,Scott,688 Cedar St,104,62947.0,XYZ Inc,2018-04-20,False,6.1492128678987
5577,Bob,Moore,223 Oak St,104,61813.0,ABC Corp,2020-05-11,True,4.090349075975359
5578,Nick,Edwards,551 Ash St,103,47593.0,XYZ Inc,2019-10-14,False,4.6652977412731005
5579,Grace,King,979 Maple St,102,55817.0,ABC Corp,2018-01-31,True,6.365503080082136
5580,David,Black,863 Willow St,105,45304.0,ABC Corp,2017-06-02,False,7.030800821355236
5581,John,Wright,356 Poplar St,102,55724.0,ABC Corp,2018-03-24,True,6.223134839151267
5582,Nick,Smith,679 Fir St,104,56524.0,XYZ Inc,2018-09-16,True,5.7412731006160165
5583,Wendy,Clark,683 Spruce St,103,54231.0,ABC Corp,2021-01-02,True,3.4442162902121836
5585,Frank,Edwards,660 Cedar St,101,60146.0,XYZ Inc,2018-11-09,True,5.593429158110883
5586,first_name,Davis,974 Willow St,104,61452.0,DEF Ltd,2020-08-11,True,3.838466803559206
5587,Jane,Baker,892 Spruce St,103,62010.0,DEF Ltd,2019-09-10,False,4.758384668035592
5588,Hank,Adams,836 Fir St,105,55847.0,ABC Corp,2018-06-24,False,5.971252566735113
5589,Rachel,Brown,415 Maple St,104,46940.0,DEF Ltd,2021-02-02,True,3.359342915811088
5590,Alice,Lee,649 Spruce St,101,48687.0,XYZ Inc,2019-01-21,False,5.393566050650239
5591,Nick,King,150 Fir St,101,63590.0,DEF Ltd,2018-10-02,True,5.6974674880219025
5592,Victor,White,974 Ash St,102,52176.0,DEF Ltd,2017-09-03,False,6.776180698151951
5593,Grace,Brown,103 Elm St,101,48460.0,ABC Corp,2018-02-19,True,6.313483915126626
5594,Quinn,Doe,985 Pine St,101,55829.0,XYZ Inc,2019-06-01,False,5.034907597535934
5595,Olivia,Gray,264 Birch St,103,52429.0,XYZ Inc,2020-09-17,False,3.7371663244353184
5596,David,King,830 Cedar St,103,57889.0,DEF Ltd,2018-09-22,False,5.724845995893224
5597,Bob,Brown,556 Cedar St,103,50401.0,DEF Ltd,2018-07-02,False,5.949349760438056
5598,Olivia,Mitchell,400 Fir St,105,49652.0,DEF Ltd,2017-12-12,True,6.50239561943874
5599,Carol,Gray,142 Poplar St,101,59063.0,DEF Ltd,2018-09-09,False,5.760438056125941
5600,Nick,Johnson,905 Willow St,103,48661.0,XYZ Inc,2017-03-28,True,7.211498973305955
5601,first_name,Clark,454 Maple St,102,55037.0,ABC Corp,2018-05-10,False,6.094455852156058
5602,Uma,Brown,730 Poplar St,104,53139.0,DEF Ltd,2019-02-03,False,5.3579739904175225
5603,Victor,Clark,556 Fir St,104,64132.0,ABC Corp,2020-04-20,True,4.147843942505133
5604,Grace,Smith,408 Poplar St,105,55338.0,ABC Corp,2019-09-09,False,4.761122518822724
5605,Rachel,White,750 Elm St,101,48178.0,XYZ Inc,2017-03-09,False,7.263518138261465
5606,Rachel,Johnson,139 Fir St,104,54726.0,ABC Corp,2017-12-05,False,6.521560574948666
5607,Carol,Smith,726 Maple St,102,61087.0,XYZ Inc,2018-10-31,True,5.618069815195072
5608,Tina,Hall,752 Cedar St,105,54168.0,ABC Corp,2017-10-19,True,6.650239561943874
5610,Jack,Davis,463 Pine St,102,61939.0,ABC Corp,2017-06-20,True,6.981519507186858
5611,Carol,Walker,241 Ash St,101,60773.0,ABC Corp,2020-04-11,False,4.172484599589322
5612,Bob,Moore,378 Spruce St,104,47593.0,ABC Corp,2019-01-11,True,5.420944558521561
5614,Jane,Walker,765 Cedar St,101,50117.0,ABC Corp,2018-05-12,False,6.0889801505817935
5615,Paul,Green,497 Maple St,104,49171.0,DEF Ltd,2019-06-05,True,5.023956194387406
5616,Uma,Brown,336 Birch St,101,57301.0,DEF Ltd,2018-03-05,False,6.275154004106776
5617,David,Young,813 Oak St,105,53595.0,XYZ Inc,2020-10-09,True,3.676933607118412
5618,Paul,Adams,928 Oak St,105,50993.0,DEF Ltd,2019-08-18,True,4.82135523613963
5620,Jack,Green,397 Elm St,105,48322.0,DEF Ltd,2020-01-26,False,4.380561259411362
5621,Paul,Adams,420 Willow St,101,64885.0,XYZ Inc,2018-04-06,True,6.187542778918549
5622,Carol,Brown,851 Poplar St,103,60877.0,XYZ Inc,2018-06-14,False,5.9986310746064335
5623,Wendy,Brown,657 Fir St,104,59644.0,DEF Ltd,2017-11-29,False,6.537987679671458
5624,Nick,Black,457 Fir St,105,52986.0,DEF Ltd,2019-04-11,False,5.174537987679671
5625,Quinn,Young,869 Oak St,101,60490.0,XYZ Inc,2017-02-28,True,7.2881587953456535
5626,Sam,Allen,912 Ash St,101,62124.0,DEF Ltd,2018-08-13,False,5.834360027378508
5627,Paul,Brown,645 Spruce St,104,46185.0,DEF Ltd,2020-03-25,False,4.219028062970568
5628,Ivy,Walker,826 Spruce St,105,64360.0,XYZ Inc,2017-03-22,True,7.227926078028747
5629,John,Smith,161 Fir St,104,52424.0,XYZ Inc,2017-07-23,False,6.891170431211499
5630,Jack,Edwards,516 Poplar St,101,64579.0,DEF Ltd,2020-07-22,True,3.893223819301848
5631,Tina,White,965 Cedar St,101,49505.0,ABC Corp,2020-03-24,False,4.2217659137577
5632,Wendy,Wright,819 Pine St,105,60675.0,DEF Ltd,2020-05-27,False,4.046543463381246
5633,first_name,Moore,534 Elm St,103,58617.0,XYZ Inc,2019-04-20,False,5.149897330595483
5634,Sam,Baker,836 Pine St,104,48578.0,ABC Corp,2018-09-08,True,5.763175906913073
5635,Sam,Doe,319 Maple St,105,49180.0,ABC Corp,2020-07-09,True,3.9288158795345653
5636,Sam,Hall,170 Birch St,103,48199.0,ABC Corp,2017-12-17,False,6.48870636550308
5638,Mia,Mitchell,887 Spruce St,103,55986.0,DEF Ltd,2019-05-01,False,5.119780971937029
5639,Alice,Doe,945 Oak St,101,58177.0,ABC Corp,2020-12-25,True,3.46611909650924
